        FINAL POST-CLEARING PRICES AS OF 09/14/17 10:33 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
SEP19      ----      ----      ----      ----     -.022    UNCH                  -.022
OCT19      ----      ----      ----      ----     -.062    UNCH                  -.062
NOV19      ----      ----      ----      ----     -.134   -.001                  -.133
DEC19      ----      ----      ----      ----     -.106   -.001                  -.105
JAN20      ----      ----      ----      ----      .025   -.001                   .026
FEB20      ----      ----      ----      ----      .057    UNCH                   .057
MAR20      ----      ----      ----      ----      .315   -.003                   .318
APR20      ----      ----      ----      ----      .028    UNCH                   .028
MAY20      ----      ----      ----      ----     -.023    UNCH                  -.023
JUN20      ----      ----      ----      ----     -.025    UNCH                  -.025
JLY20      ----      ----      ----      ----     -.017    UNCH                  -.017
AUG20      ----      ----      ----      ----      .005    UNCH                   .005
SEP20      ----      ----      ----      ----     -.027    UNCH                  -.027
OCT20      ----      ----      ----      ----     -.073    UNCH                  -.073
NOV20      ----      ----      ----      ----     -.140   -.001                  -.139
DEC20      ----      ----      ----      ----     -.107   -.001                  -.106
JAN21      ----      ----      ----      ----      .026    UNCH                   .026
FEB21      ----      ----      ----      ----      .058    UNCH                   .058
MAR21      ----      ----      ----      ----      .315    UNCH                   .315
APR21      ----      ----      ----      ----      .023    UNCH                   .023
MAY21      ----      ----      ----      ----     -.023    UNCH                  -.023
JUN21      ----      ----      ----      ----     -.024    UNCH                  -.024
JLY21      ----      ----      ----      ----     -.020    UNCH                  -.020
AUG21      ----      ----      ----      ----      .002    UNCH                   .002
SEP21      ----      ----      ----      ----     -.026    UNCH                  -.026
OCT21      ----      ----      ----      ----     -.075    UNCH                  -.075
NOV21      ----      ----      ----      ----     -.151    UNCH                  -.151
DEC21      ----      ----      ----      ----     -.111    UNCH                  -.111
JAN22      ----      ----      ----      ----      .026    UNCH                   .026
FEB22      ----      ----      ----      ----      .058    UNCH                   .058
MAR22      ----      ----      ----      ----      .322    UNCH                   .322
APR22      ----      ----      ----      ----      .016    UNCH                   .016
MAY22      ----      ----      ----      ----     -.026    UNCH                  -.026
JUN22      ----      ----      ----      ----     -.028    UNCH                  -.028
JLY22      ----      ----      ----      ----     -.025    UNCH                  -.025
AUG22      ----      ----      ----      ----     -.003    UNCH                  -.003
SEP22      ----      ----      ----      ----     -.030    UNCH                  -.030
OCT22      ----      ----      ----      ----     -.075    UNCH                  -.075
DJ NG 2 MO CSO SYNTH
OCT17      ----      ----      ----      ----     -2.01    +.07                  -2.08
NOV17      ----      ----      ----      ----     -2.44    +.07                  -2.51
DEC17      ----      ----      ----      ----      -.99    +.05                  -1.04
JAN18      ----      ----      ----      ----       .51    +.03                    .48
FEB18      ----      ----      ----      ----      4.10    +.06                   4.04
MAR18      ----      ----      ----      ----      3.98    +.05                   3.93
APR18      ----      ----      ----      ----       .14    +.01                    .13
MAY18      ----      ----      ----      ----      -.48    +.01                   -.49
JUN18      ----      ----      ----      ----      -.27    UNCH                   -.27
JLY18      ----      ----      ----      ----       .20    UNCH                    .20
AUG18      ----      ----      ----      ----       .01    -.01                    .02
SEP18      ----      ----      ----      ----      -.71    -.01                   -.70
OCT18      ----      ----      ----      ----     -1.80    -.03                  -1.77
DM NG 6 MO CSO SYNTH
OCT17      ----      ----      ----      ----      .110   +.018                   .092
NOV17      ----      ----      ----      ----      .205   +.015                   .190
DEC17      ----      ----      ----      ----      .325   +.012                   .313
JAN18      ----      ----      ----      ----      .401   +.009                   .392
FEB18      ----      ----      ----      ----      .397   +.007                   .390
MAR18      ----      ----      ----      ----      .370   +.006                   .364
APR18      ----      ----      ----      ----     -.012    UNCH                  -.012
MAY18      ----      ----      ----      ----     -.099    UNCH                  -.099
JUN18      ----      ----      ----      ----     -.206   -.004                  -.202
JLY18      ----      ----      ----      ----     -.267   -.005                  -.262
AUG18      ----      ----      ----      ----     -.242   -.009                  -.233
SEP18      ----      ----      ----      ----     -.198   -.011                  -.187
OCT18      ----      ----      ----      ----      .202   -.014                   .216
DS NG 3 MO CSO SYNTH
OCT17      ----      ----      ----      ----     -3.01    +.10                  -3.11
NOV17      ----      ----      ----      ----     -2.43    +.09                  -2.52
DEC17      ----      ----      ----      ----      -.49    +.06                   -.55
JAN18      ----      ----      ----      ----      4.11    +.08                   4.03
FEB18      ----      ----      ----      ----      4.48    +.06                   4.42
MAR18      ----      ----      ----      ----      3.74    +.06                   3.68
APR18      ----      ----      ----      ----      -.10    +.01                   -.11
MAY18      ----      ----      ----      ----      -.51    +.01                   -.52
JUN18      ----      ----      ----      ----      -.04    UNCH                   -.04
JLY18      ----      ----      ----      ----      -.02    -.01                   -.01
AUG18      ----      ----      ----      ----      -.48    -.01                   -.47
SEP18      ----      ----      ----      ----     -2.02    -.04                  -1.98
OCT18      ----      ----      ----      ----     -2.65    -.04                  -2.61
DZ NG 12 MO CSO SYNTH
OCT17      ----      ----      ----      ----       .98    +.18                    .80
NOV17      ----      ----      ----      ----      1.06    +.15                    .91
DEC17      ----      ----      ----      ----      1.19    +.08                   1.11
